Activity Score,When,Type,Gear,Name,Dist mi,Elv ft,Elapsed Time,Moving Time,Speed mph,Max Speed mph,Pace /mi,Max Pace /mi,Pace /100yds,Max Pace /100yds,Pwr W,Weighted Avg Pwr W,Max Pwr W,Power Meter,Cad,Heart,Max Heart,Elev/Dist ft/mi,Elev/Time ft/h,W/HR,Temp °C,Cal,Energy kJ,Segs,PRs,Others,Kudos,Comments,Com,Trn,Man,Pri,Dist away mi,Activity Score 25%,Segment PRs (K/QOM positions),All segments (personal positions),Ride/Run Type,400m,1 km,5 km,10 km,15 km,20 km,30 km,50 km,1/2 Mile,1 mile,2 mile,10 mile,Half Marathon,Marathon,Suffer Score,Points in red,% in red,H/R Zone 1,H/R Zone 2,H/R Zone 3,H/R Zone 4,H/R Zone 5,Power 0W,Power 0-50W,Power 50-100W,Power 100-150W,Power 150-200W,Power 200-250W,Power 250-300W,Power 300-350W,Power 350-400W,Power 400-450W,Power 450W+,Pace Zone 1,Pace Zone 2,Pace Zone 3,Pace Zone 4,Pace Zone 5,Flagged,Description,City,State,Activity Id
85.54945055,9/28/2016 5:28,Run,Brooks Ghost Red/Black,LT Intervals Run,19326,121.7,5418,5060,3.8194,5,421.3262592,321.8688,23.938992,18.288,0,0,,0,73.9,148.1,162,6.3,86.6,0,,1899.8,0,5,2,1,0,0,0,0,0,0,-1,98.61111111,,,Workout,88,229,1282,2705,4139,,,,181,374,786,4435,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"2*3.5 mi @ 15k-HM pace w/ 2 mi. WU, 1 mi break, 2 mi CD",,,727632740
61.75213675,9/27/2016 5:27,Run,Brooks Ghost Red/Black,GA Run,17712.3,112.5,5284,5115,3.4628,5,464.7785472,321.8688,26.407872,18.288,0,0,,0,88.9,138.7,154,6.35,79.2,0,,1739.8,0,4,0,1,0,0,0,0,0,0,-1,72.22222222,,,,102,273,1437,2956,4448,,,,217,446,911,4775,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,726493622
0,9/26/2016 6:33,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,6442.5,0,1931,1931,3.3364,3.6,482.3203968,447.0435763,27.404568,25.4002032,0,0,,0,84.1,112.7,122,0,0,0,,628.3,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,725545972
84.37118437,9/25/2016 8:59,Run,Hoka One One Clifton Reds,Long Run,28972.4,163.6,8801,7832,3.6992,4.8,435.0056832,335.2746355,24.716232,19.0496952,0,0,,0,85.5,145.7,160,5.65,75.2,0,,2842.5,0,5,0,1,0,0,0,0,0,0,-1,94.23076923,,,Long Run,95,256,1407,2933,4487,6065,,,192,424,899,4818,6391,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,724673407
54.34065934,9/23/2016 5:15,Run,Brooks Ghost Red/Black,Middle Long Run,20932.3,126.3,6272,5837,3.5861,5.3,448.8460416,303.6510259,25.502616,17.2528992,0,0,,0,84.7,145.7,159,6.03,77.9,0,,2056.3,0,5,0,1,0,0,0,0,0,0,-1,97.22222222,,,,94,244,1365,2888,4501,5987,,,198,408,861,4813,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,721980758
0,9/22/2016 5:25,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,9676.5,48.1,3059,3007,3.218,3.8,500.1841152,423.514967,28.419552,24.0633504,0,0,,0,87.4,132.8,144,4.97,57.6,0,,948.5,0,0,0,1,0,0,0,0,0,0,-1,0,,,,113,289,1537,,,,,,232,473,980,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,720873025
56.73400673,9/21/2016 5:31,Run,Brooks Ghost Red/Black,VO2 Run,17705.4,99.7,5221,5022,3.5256,5.4,456.4099584,298.0344154,25.932384,16.9337736,0,0,,0,84.6,142.7,163,5.63,71.5,0,,1735.3,0,11,0,1,0,0,0,0,0,0,-1,89.81481481,,,Workout,85,237,1275,2847,4394,,,,174,405,813,4712,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"5*800, Contains accidental pause at end of intervals",,,719785645
45.05876068,9/20/2016 5:32,Run,Brooks Ghost Red/Black,GA Run,17712.4,112.2,5273,5122,3.4581,5.3,465.4222848,303.6510259,26.444448,17.2528992,0,0,,0,89.6,141.8,154,6.33,78.9,0,,1739.5,0,4,0,1,0,0,0,0,0,0,-1,69.44444444,,,,95,264,1452,2956,4433,,,,211,433,885,4762,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,718623269
0,9/19/2016 6:33,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,6445.6,0,2192,2192,2.9405,3.4,547.3378944,473.3402573,31.098744,26.8943328,0,0,,0,82.7,117,128,0,0,0,,628.6,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,718149452
24.86874237,9/18/2016 9:12,Run,Hoka One One Clifton Reds,Long Run,32195.3,200.1,11560,8894,3.6199,4.6,444.6617472,349.8552922,25.264872,19.8781416,0,0,,0,82,145.5,162,6.22,81,0,,3160.3,0,5,0,1,0,0,0,0,0,0,-1,57.14285714,,,Long Run,95,248,1484,3209,4897,6694,10574,,194,407,818,5327,7195,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"@MP, Awful, lack of sleep, dehydrated, malnourished, pushed too hard too fast",,,716838907
73.61111111,9/17/2016 8:49,Run,Brooks Ghost Red/Black,GA Run,16095.5,101,4914,4630,3.4763,4.2,463.0082688,383.1848064,26.307288,21.771864,0,0,,0,88.2,146.7,158,6.28,78.5,0,,1579.8,0,2,0,1,0,0,0,0,0,0,-1,81.94444444,,,,103,268,1432,2992,4577,,,,213,440,890,4911,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,715326699
60.66849817,9/16/2016 5:14,Run,Brooks Ghost Red/Black,Middle Long Run,22538.2,127.7,6970,6364,3.5415,4.5,454.4787456,357.6284237,25.822656,20.3197968,0,0,,0,86.1,148.5,159,5.67,72.2,0,,2213.3,0,5,0,1,0,0,0,0,0,0,-1,91.66666667,,,,98,258,1435,3017,4560,6144,,,207,424,884,4887,6517,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"Cooler temps, but higher HR?",,,714102044
0,9/15/2016 5:15,Run,Brooks Ghost Red/Black,Recovery Run,9662.8,47.6,3025,3014,3.206,3.9,501.9543936,412.651895,28.520136,23.4461304,0,0,,0,87.8,135.5,146,4.93,56.9,0,,947,0,0,0,1,0,0,0,0,0,0,-1,0,,,,115,295,1531,,,,,,235,479,989,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,712947443
50.24038462,9/14/2016 5:28,Run,Brooks Ghost Red/Black,GA Run,17710.5,113.6,5324,5145,3.4423,4.9,467.514432,328.4349235,26.56332,18.6610752,0,0,,0,90.5,139.6,178,6.41,79.5,0,,1740.6,0,4,0,1,0,0,0,0,0,0,-1,67.30769231,,,,98,274,1452,2931,4456,,,,218,448,916,4792,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,711828098
65.25946276,9/13/2016 5:11,Run,Brooks Ghost Red/Black,Middle Long Run,24152.3,131.4,7303,6823,3.5398,4.8,454.63968,335.2746355,25.8318,19.0496952,0,0,,0,83.4,143.5,155,5.44,69.3,0,,2370.7,0,5,0,1,0,0,0,0,0,0,-1,93.05555556,,,,93,253,1409,2948,4479,6008,,,202,417,907,4802,6337,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Progression ML,,,710645370
0,9/12/2016 6:37,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,4830.1,0,1516,1516,3.1861,3.4,505.1730816,473.3402573,28.703016,26.8943328,0,0,,0,84.2,118,124,0,0,0,,471.1,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,710275319
45.22283272,9/11/2016 8:23,Run,Hoka One One Clifton Reds,Long Run,35409.7,210.3,11835,9961,3.5548,4.6,452.7084672,349.8552922,25.722072,19.8781416,0,0,,0,89.1,144.7,160,5.94,76,0,,3474.5,0,5,0,1,0,0,0,0,0,0,-1,86.53846154,,,Long Run,97,265,1394,2895,4526,6211,9729,,208,428,873,4856,6544,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,708614645
17.36111111,9/10/2016 8:12,Run,Brooks Ghost Red/Black,GA Run,16100.9,110.4,5278,4887,3.2946,5.3,488.435904,303.6510259,27.75204,17.2528992,0,0,,0,87.4,147.6,157,6.86,81.3,0,,1581.7,0,2,0,1,0,0,0,0,0,0,-1,27.77777778,,,,107,276,1487,3173,4927,,,,220,452,945,5274,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,finally running easy runs easy,,,707056625
58.33028083,9/9/2016 5:32,Run,Hoka One One Clifton Reds,Tempo Run,19320.1,121,6111,5284,3.6563,4.8,440.155584,335.2746355,25.00884,19.0496952,0,0,,0,72.6,150,168,6.26,82.4,0,,1898.2,0,5,0,1,0,0,0,0,0,0,-1,94.23076923,,,Workout,90,235,1467,3041,4704,,,,189,386,859,5089,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,705852012
0,9/8/2016 5:22,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,9664.1,48,3110,3067,3.151,3.9,510.8057856,412.651895,29.023056,23.4461304,0,0,,0,86.6,133.9,145,4.97,56.3,0,,947.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,116,298,1566,,,,,,241,487,1003,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,704684351
59.72222222,9/7/2016 5:28,Run,Brooks Ghost Red/Black,GA Run,17709.6,126.8,5346,5056,3.5027,5.5,459.467712,292.6109261,26.10612,16.6256208,0,0,,0,87.4,145.5,163,7.16,90.3,0,,1740.1,0,2,0,1,0,0,0,0,0,0,-1,59.72222222,,,,99,266,1432,3007,4515,,,,212,431,908,4841,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,703508196
41.87118437,9/6/2016 5:17,Run,Brooks Ghost Red/Black,Middle Long Run,24160.3,131.4,7577,6810,3.5478,5,453.6740736,321.8688,25.776936,18.288,0,0,,0,90.7,143.2,157,5.44,69.5,0,,2373.2,0,5,0,1,0,0,0,0,0,0,-1,69.23076923,,,,95,264,1445,2935,4443,6281,,,210,437,903,4782,6626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,702364020
25.6990232,9/4/2016 8:26,Run,Hoka One One Clifton Reds,Long Run,32189.6,180.3,10840,8962,3.5918,4.6,448.0413696,349.8552922,25.456896,19.8781416,0,0,,0,85.5,143.7,160,5.6,72.4,0,,3160,0,5,0,1,0,0,0,0,0,0,-1,59.61538462,,,Long Run,98,251,1476,2973,4586,6317,10060,,199,408,877,5039,6723,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,700400489
79.16666667,9/3/2016 8:49,Run,Brooks Ghost Red/Black,GA Run,16096.6,100.6,4846,4634,3.4736,4.5,463.3301376,357.6284237,26.325576,20.3197968,0,0,,0,90.4,144.3,159,6.25,78.2,0,,1580.4,0,2,0,1,0,0,0,0,0,0,-1,86.11111111,,,,104,272,1435,2968,4465,,,,214,442,919,4843,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,699002887
47.68620269,9/2/2016 17:07,Run,Brooks Ghost Red/Black,MIddle Long Run,20941.4,126.6,6555,5966,3.5101,5.6,458.5021056,287.3805581,26.051256,16.3284408,0,0,,0,87.8,147.6,158,6.05,76.4,0,,2057,0,5,0,1,0,0,0,0,0,0,-1,76.38888889,,,,103,269,1455,3049,4787,6279,,,213,443,893,5093,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,698319096
53.2020757,8/31/2016 5:22,Run,Brooks Ghost Red/Black,Middle Long Run,24146.3,130.2,7631,6995,3.4519,5,466.2269568,321.8688,26.490168,18.288,0,0,,0,87.3,144.7,157,5.39,67,0,,2370,0,5,0,1,0,0,0,0,0,0,-1,90.47619048,,,,101,266,1443,3079,4630,6244,,,211,444,909,4945,6610,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,695419431
86.53846154,8/30/2016 5:39,Run,Hoka One One Clifton Reds,Tempo Run,17706.6,112,4977,4686,3.7786,5.1,425.8324224,315.5601715,24.195024,17.9295552,0,0,,0,77.4,149,165,6.33,86,0,,1738.2,0,4,2,1,0,0,0,0,0,0,-1,98.07692308,,,Workout,90,234,1292,2679,4144,,,,186,378,815,4470,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,694152241
0,8/29/2016 5:30,Run,Brooks Ghost Red/Black,Recovery Run,6442.3,27,2035,2012,3.2019,3.8,502.5981312,423.514967,28.556712,24.0633504,0,0,,0,85.9,126.6,136,4.19,48.3,0,,631.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,115,294,1560,,,,,,235,485,997,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,692987291
29.59096459,8/28/2016 10:11,Run,Hoka One One Clifton Reds,Long Run,20925.7,125.7,6742,6287,3.3284,4.5,483.4469376,357.6284237,27.468576,20.3197968,0,0,,0,87.2,141.4,154,6.01,72,0,,2054.9,0,5,0,1,0,0,0,0,0,0,-1,61.53846154,,,Long Run,101,278,1484,3086,4750,6454,,,222,452,921,5095,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"Light, after hard catering event prior night",,,692241161
61.48962149,8/26/2016 5:47,Run,Hoka One One Clifton Reds,Middle Long Run,19316.4,121.3,5861,5555,3.4773,4.4,462.8473344,365.7556109,26.298144,20.7815688,0,0,,0,85.9,121.5,157,6.28,78.6,0,,1898.4,0,5,0,1,0,0,0,0,0,0,-1,80.95238095,,,,100,263,1446,2953,4531,,,,207,433,887,4846,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,689501603
0,8/25/2016 5:34,Run,Brooks Ghost Red/Black,Recovery Run,8064.1,34.9,2560,2491,3.2373,4.4,497.1263616,365.7556109,28.245816,20.7815688,0,0,,0,86.6,130.4,141,4.33,50.4,0,,790.9,0,0,0,1,0,0,0,0,0,0,-1,0,,,,114,289,1548,,,,,,231,473,976,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,688330941
66.69413919,8/24/2016 5:41,Run,Brooks Ghost Red/Black,Middle Long Run,20926.6,127.1,6295,5972,3.5041,4.3,459.3067776,374.2690406,26.096976,21.2652864,0,0,,0,86.7,141,156,6.07,76.6,0,,2055.5,0,5,0,1,0,0,0,0,0,0,-1,86.53846154,,,,102,271,1416,2920,4410,6012,,,214,436,889,4755,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,687187897
88.19444444,8/23/2016 5:25,Run,Brooks Ghost Red/Black,GA Run,16102,94.2,4647,4457,3.6127,4.4,445.4664192,365.7556109,25.310592,20.7815688,0,0,,0,86.6,138.2,157,5.85,76.1,0,,1580.5,0,2,0,1,0,0,0,0,0,0,-1,94.44444444,,,,102,262,1369,2809,4297,,,,210,425,865,4643,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,685886315
0,8/22/2016 5:38,Run,Brooks Ghost Red/Black,Recovery Run,4834,0,1615,1615,2.9932,3.5,537.6818304,459.8056742,30.550104,26.1253224,0,0,,0,84.4,97.8,135,0,0,0,,471.5,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,684711577
32.78388278,8/21/2016 8:34,Run,Hoka One One Clifton Reds,MP Long Run,32191.8,182.6,11034,8993,3.5797,4.8,449.6507136,335.2746355,25.548336,19.0496952,0,0,,0,83.8,148,163,5.67,73.1,0,,3156.3,0,5,0,1,0,0,0,0,0,0,-1,84.61538462,,,Long Run,95,249,1451,2996,4662,6299,9975,,198,418,858,5027,6641,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Marathon Pace,,,683964885
0,8/20/2016 9:21,Run,Brooks Ghost Red/Black,Recovery Run,9662.6,49.8,2925,2804,3.446,4.4,467.0316288,365.7556109,26.535888,20.7815688,0,0,,0,87.2,138.2,153,5.15,63.9,0,,949.8,0,0,0,1,0,0,0,0,0,0,-1,0,,,,101,271,1472,,,,,,215,437,934,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,682637851
42.42673993,8/19/2016 5:24,Run,Hoka One One Clifton Reds,Middle Long Run,22540.5,143.5,6831,6342,3.5542,4.7,452.8694016,342.4201229,25.731216,19.4556888,0,0,,0,89.5,142,157,6.37,81.5,0,,2213.4,0,5,0,1,0,0,0,0,0,0,-1,88.0952381,,,,99,260,1383,2938,4460,6038,,,206,420,873,4827,6382,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,681450846
0,8/18/2016 5:34,Run,Brooks Ghost Red/Black,Recovery Run,8057.3,33.8,2470,2402,3.3544,4.2,479.7454464,383.1848064,27.258264,21.771864,0,0,,0,87.9,135.2,148,4.19,50.7,0,,789.8,0,0,0,1,0,0,0,0,0,0,-1,0,,,,111,281,1499,,,,,,225,459,922,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,680277532
53.18376068,8/17/2016 5:19,Run,Hoka One One Clifton Reds,Middle Long Run,22542.4,143,7023,6439,3.5009,4.7,459.6286464,342.4201229,26.115264,19.4556888,0,0,,0,86.6,144.7,157,6.34,79.9,0,,2214.4,0,5,0,1,0,0,0,0,0,0,-1,78.84615385,,,,96,259,1416,2991,4510,6206,,,208,420,885,4860,6535,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,679129912
66.66666667,8/16/2016 6:00,Run,Hoka One One Clifton Reds,Tempo Run,16095.1,93.4,4736,4314,3.7309,5,431.304192,321.8688,24.50592,18.288,0,0,,0,78.1,143.5,166,5.8,77.9,0,,1579,0,2,0,1,0,0,0,0,0,0,-1,94.44444444,,,Workout,87,230,1334,2839,4400,,,,182,373,763,4735,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,677906223
0,8/15/2016 18:10,Run,Brooks Ghost Red/Black,Recovery Run,6442.9,0,1919,1919,3.3574,3.9,479.2626432,412.651895,27.230832,23.4461304,0,0,,0,86.1,128.3,149,0,0,0,,628.4,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,677460812
0,8/12/2016 18:12,Run,Brooks Ghost Red/Black,Recovery Run,2290.8,0,747,693,3.3056,3.9,486.82656,412.651895,27.6606,23.4461304,0,0,,0,85.8,,0,0,0,0,,223.3,0,0,0,1,0,0,0,0,0,0,-1,0,,,,117,300,,,,,,,240,482,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,677460614
0,8/12/2016 8:47,Run,Brooks Ghost Red/Black,GA Run,16107.4,0,5209,4764,3.3811,5.7,476.0439552,282.3433114,27.047952,16.0422336,0,0,,0,87,149.3,168,0,0,0,,1571,0,0,0,1,0,0,0,0,0,0,-1,0,,,,112,284,1435,3033,4786,,,,227,456,920,5204,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,673389413
0,8/11/2016 9:05,Run,Hoka One One Clifton Reds,GA Run,16099.4,0,4993,4733,3.4015,4.7,473.147136,342.4201229,26.88336,19.4556888,0,0,,0,86.7,147.7,166,0,0,0,,1570.3,0,0,0,1,0,0,0,0,0,0,-1,0,,,,103,271,1431,3049,4660,,,,214,451,910,4991,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,672332298
0,8/10/2016 9:41,Run,Hoka One One Clifton Reds,Recovery Run,4832,0,1552,1411,3.4245,4.7,469.928448,342.4201229,26.70048,19.4556888,0,0,,0,85.6,133.9,151,0,0,0,,471.3,0,0,0,1,0,0,0,0,0,0,-1,0,,,,113,285,,,,,,,229,459,932,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,671269889
41.66666667,8/8/2016 7:31,Run,Brooks Ghost Red/Black,Middle Long Run,24146.3,0,7661,7050,3.425,4.6,469.928448,349.8552922,26.70048,19.8781416,0,0,,0,83.9,142,158,0,0,0,,2356,0,2,1,1,0,0,0,0,0,0,-1,50,,,,102,279,1487,3014,4755,6385,,,223,454,935,5104,6735,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,668874860
0,8/7/2016 14:50,Run,Hoka One One Clifton Reds,Recovery Run,6444.8,0,1827,1804,3.5725,5.2,450.4553856,309.4929446,25.594056,17.5848264,0,0,,0,88,149.4,160,0,0,0,,628.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,103,270,1410,,,,,,215,441,904,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,668200836
52.38095238,8/6/2016 7:18,Run,Hoka One One Clifton Reds,GA Run,12877.6,0,3859,3773,3.4131,4.5,471.537792,357.6284237,26.79192,20.3197968,0,0,,0,87,149.5,158,0,0,0,,1256.2,0,7,7,2,0,0,0,0,0,0,-1,58.33333333,,,,114,287,1448,2994,,,,,229,461,929,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,668200606
63.02808303,8/5/2016 5:30,Run,Brooks Ghost Red/Black,Middle Long Run,19316.3,119.1,5791,5434,3.5547,4.5,452.7084672,357.6284237,25.722072,20.3197968,0,0,,0,87.1,147.7,157,6.17,78.9,0,,1898,0,5,0,1,0,0,0,0,0,0,-1,83.33333333,,,,101,259,1431,2946,4466,,,,207,428,888,4765,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,665228569
0,8/4/2016 5:11,Run,Hoka One One Clifton Reds,Recovery Run,8052.5,34.2,2467,2463,3.2694,4.4,492.2983296,365.7556109,27.971496,20.7815688,0,0,,0,86.4,133.5,147,4.25,50,0,,789.5,0,0,0,1,0,0,0,0,0,0,-1,0,,,,112,283,1491,,,,,,228,457,939,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,664039146
48.19291819,8/3/2016 5:03,Run,Brooks Ghost Red/Black,Middle Long Run,22534,144.1,6792,6558,3.4361,4.7,468.319104,342.4201229,26.60904,19.4556888,0,0,,0,83.2,146.3,156,6.39,79.1,0,,2214.5,0,5,0,1,0,0,0,0,0,0,-1,78.57142857,,,,103,270,1457,2963,4495,6006,,,217,434,914,4815,6340,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,662952334
63.19444444,8/2/2016 5:26,Run,Brooks Ghost Red/Black,Tempo Run,16101,105,4841,4431,3.6337,4.9,442.8914688,328.4349235,25.164288,18.6610752,0,0,,0,79.7,150.5,172,6.52,85.3,0,,1580.6,0,2,0,1,0,0,0,0,0,0,-1,90.27777778,,,Workout,92,241,1342,2921,4488,,,,191,389,784,4837,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,661788546
19.13919414,7/31/2016 8:37,Run,Brooks Ghost Red/Black,Long Run,27396,176.2,9436,7551,3.6281,4.8,443.5352064,335.2746355,25.200864,19.0496952,0,0,,0,81.3,151.4,165,6.43,84,0,,2689.2,0,6,1,1,0,0,0,0,0,0,-1,42.36111111,,,Long Run,90,247,1504,3147,4892,6919,,,196,406,929,5281,7277,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Hardest/Worst Long Run,,,660217642
0,7/30/2016 7:28,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,9665.4,48.1,3139,2969,3.2554,4.2,494.3904768,383.1848064,28.090368,21.771864,0,0,,0,85.7,134.6,149,4.98,58.3,0,,947.9,0,0,0,1,0,0,0,0,0,0,-1,0,,,,109,281,1583,,,,,,226,463,1014,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,658362685
36.81623932,7/29/2016 5:14,Run,Brooks Ghost Red/Black,Middle Long Run,19336.5,120.8,6062,5694,3.3959,4.4,473.951808,365.7556109,26.92908,20.7815688,0,0,,0,85.1,149,160,6.25,76.4,0,,1899.2,0,5,0,1,0,0,0,0,0,0,-1,71.15384615,,,,103,272,1454,3074,4695,,,,217,457,921,5036,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,657259723
0,7/28/2016 6:15,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,4833.3,0,1420,1420,3.4037,3.7,472.8252672,434.9574029,26.865072,24.7134888,0,0,,0,85.8,134.3,142,0,0,0,,471.4,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,656203325
43.67216117,7/27/2016 5:15,Run,Brooks Ghost Red/Black,Morning Run,20927.4,126.7,6444,6041,3.4642,4.9,464.6176128,328.4349235,26.398728,18.6610752,0,0,,0,87.4,146.5,158,6.05,75.5,0,,2055.8,0,5,0,1,0,0,0,0,0,0,-1,76.92307692,,,,97,256,1446,2946,4534,6102,,,204,422,914,4864,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,655096239
46.52777778,7/26/2016 5:29,Run,Brooks Ghost Red/Black,GA Run,16097.2,100.7,4826,4558,3.5316,4.4,455.7662208,365.7556109,25.895808,20.7815688,0,0,,0,82.9,150.3,159,6.26,79.5,0,,1579.8,0,2,0,1,0,0,0,0,0,0,-1,77.77777778,,,,98,255,1442,2948,4463,,,,203,432,915,4823,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,653912805
