Activity Score,When,Type,Gear,Name,Dist mi,Elv ft,Elapsed Time,Moving Time,Speed mph,Max Speed mph,Pace /mi,Max Pace /mi,Pace /100yds,Max Pace /100yds,Pwr W,Weighted Avg Pwr W,Max Pwr W,Power Meter,Cad,Heart,Max Heart,Elev/Dist ft/mi,Elev/Time ft/h,W/HR,Temp °C,Cal,Energy kJ,Segs,PRs,Others,Kudos,Comments,Com,Trn,Man,Pri,Dist away mi,Activity Score 25%,Segment PRs (K/QOM positions),All segments (personal positions),Ride/Run Type,400m,1 km,5 km,10 km,15 km,20 km,30 km,50 km,1/2 Mile,1 mile,2 mile,10 mile,Half Marathon,Marathon,Suffer Score,Points in red,% in red,H/R Zone 1,H/R Zone 2,H/R Zone 3,H/R Zone 4,H/R Zone 5,Power 0W,Power 0-50W,Power 50-100W,Power 100-150W,Power 150-200W,Power 200-250W,Power 250-300W,Power 300-350W,Power 350-400W,Power 400-450W,Power 450W+,Pace Zone 1,Pace Zone 2,Pace Zone 3,Pace Zone 4,Pace Zone 5,Flagged,Description,City,State,Activity Id
29.26129426,7/24/2016 8:17,Run,Brooks Ghost Red/Black,Long Run,25773.8,147.3,8358,7397,3.4844,4.9,461.881728,328.4349235,26.24328,18.6610752,0,0,,0,85,154.1,164,5.72,71.7,0,,2531.4,0,5,0,1,0,0,0,0,0,0,-1,51.38888889,,,Long Run,99,270,1415,3000,4613,6421,,,210,440,895,5094,6788,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,651933678
0,7/23/2016 7:29,Run,"ASICS dunno Black, Yellow, Red",Morning Run,9656.8,45.6,3101,2904,3.3253,4.7,483.9297408,342.4201229,27.496008,19.4556888,0,0,,0,86.9,130.7,155,4.72,56.5,0,,947.3,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,272,1578,,,,,,218,445,981,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,650512799
20.77991453,7/22/2016 5:29,Run,Brooks Ghost Red/Black,GA Run,17710,113.5,5642,5070,3.4931,5.1,460.7551872,315.5601715,26.179272,17.9295552,0,0,,0,88,150.3,161,6.41,80.6,0,,1739.8,0,4,0,1,0,0,0,0,0,0,-1,40.27777778,,,,101,258,1536,3172,4813,,,,208,429,951,5141,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,649445500
0,7/21/2016 6:45,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,6440.2,0,1959,1959,3.2875,3.5,489.5624448,459.8056742,27.816048,26.1253224,0,0,,0,85.6,139,149,0,0,0,,628.1,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,648410753
57.69230769,7/20/2016 5:36,Run,Brooks Ghost Red/Black,MIddle Long Run,17706.6,112.9,5180,5009,3.535,4.5,455.2834176,357.6284237,25.868376,20.3197968,0,0,,0,84.2,149.7,160,6.38,81.1,0,,1738.4,0,4,0,1,0,0,0,0,0,0,-1,79.16666667,,,,99,262,1376,2848,4363,,,,208,419,870,4683,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,647216014
31.25,7/19/2016 5:51,Run,Brooks Ghost Red/Black,Classic LT Run,14496,90.2,4415,3899,3.7179,5.3,432.913536,303.6510259,24.59736,17.2528992,0,0,,0,84.2,148.9,166,6.22,83.3,0,,1424,0,2,0,1,0,0,0,0,0,0,-1,44.44444444,,,Workout,87,237,1418,2969,,,,,184,431,923,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,646029304
0,7/16/2016 7:59,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,8050,33.1,2728,2553,3.1532,4.3,510.3229824,374.2690406,28.995624,21.2652864,0,0,,0,84.8,142.3,153,4.11,46.7,0,,789.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,116,297,1723,,,,,,237,494,1064,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,642628122
0,7/14/2016 5:53,Run,Brooks Ghost Red/Black,Morning Run,12880.1,90.3,3955,3751,3.4338,4.5,468.6409728,357.6284237,26.627328,20.3197968,0,0,,0,86.7,153.1,176,7.01,86.7,0,,1265.5,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,270,1445,3079,,,,,218,442,918,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,640510902
0,7/13/2016 6:37,Run,Brooks Ghost Red/Black,Recovery Run,6443,0,1943,1943,3.316,3.6,485.3781504,447.0435763,27.578304,25.4002032,0,0,,0,85.9,139.2,147,0,0,0,,628.4,0,0,0,1,0,0,0,1,0,0,-1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,640205399
68.75,7/12/2016 5:41,Run,Brooks Ghost Red/Black,Morning Run,14491.6,90.4,4377,4162,3.4819,4.7,462.2035968,342.4201229,26.261568,19.4556888,0,0,,0,84.3,146.9,159,6.24,78.2,0,,1424.3,0,2,0,1,0,0,0,0,0,0,-1,75,,,,95,257,1435,2918,,,,,204,436,913,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,638311466
31.75213675,7/10/2016 7:24,Run,Brooks Ghost Red/Black,Long Run,32200.5,187.3,10542,9509,3.3863,4.4,475.2392832,365.7556109,27.002232,20.7815688,0,0,,0,84,150.7,162,5.82,70.9,0,,3158.5,0,5,0,1,0,0,0,0,0,0,-1,78.84615385,,,,104,270,1440,2956,4585,6223,9791,,217,439,893,4946,6604,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,636416077
0,7/9/2016 8:27,Run,Brooks Ghost Red/Black,Recovery Run,9665.4,45,3280,2920,3.3101,4.2,486.1828224,383.1848064,27.624024,21.771864,0,0,,0,85.7,136.1,155,4.66,55.5,0,,946.9,0,0,0,1,0,0,0,0,0,0,-1,0,,,,113,287,1584,,,,,,230,468,995,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,635101856
22.66178266,7/7/2016 5:25,Run,Brooks Ghost Red/Black,Morning Run,19322,120.5,6204,5677,3.4036,4.4,472.8252672,365.7556109,26.865072,20.7815688,0,0,,0,81.7,150.7,159,6.24,76.4,0,,1899,0,5,0,1,0,0,0,0,0,0,-1,38.0952381,,,,101,270,1453,3116,4799,,,,213,444,911,5174,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,632959100
0,7/5/2016 5:54,Run,n/a,Morning Run,12879.8,90.8,4051,3803,3.3867,4.3,475.2392832,374.2690406,27.002232,21.2652864,0,0,,0,86.2,152.3,186,7.05,86,0,,1266,0,0,0,1,0,0,0,0,0,0,-1,0,,,,101,267,1472,3154,,,,,211,455,924,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,630692483
34.83211233,7/3/2016 7:49,Run,n/a,Long Run,30580.9,183,9943,8891,3.4395,4.3,467.8363008,374.2690406,26.581608,21.2652864,0,0,,0,84.9,147.4,163,5.98,74.1,0,,3001.4,0,5,0,1,0,0,0,0,0,0,-1,68.05555556,,,,104,268,1411,2905,4469,6078,9765,,212,436,881,4814,6458,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,628727707
0,7/2/2016 8:37,Run,n/a,Recovery Run,9662.2,46.1,3095,2981,3.2413,4,496.482624,402.336,28.20924,22.86,0,0,,0,85.9,145.3,180,4.77,55.7,0,,946.6,0,0,0,1,0,0,0,0,0,0,-1,0,,,,111,287,1553,,,,,,229,473,986,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,627493513
60.21367521,6/30/2016 5:30,Run,n/a,Morning Run,19320.1,119.9,5740,5568,3.4698,4.3,463.8129408,374.2690406,26.353008,21.2652864,0,0,,0,86.6,147.7,157,6.21,77.5,0,,1900.9,0,5,0,1,0,0,0,0,0,0,-1,83.33333333,,,,102,265,1413,2917,4459,,,,211,434,887,4759,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,625452587
0,6/29/2016 16:24,Run,n/a,Recovery Run,6441.5,43.6,1994,1976,3.2599,4.3,493.7467392,374.2690406,28.053792,21.2652864,0,0,,0,87.4,139.5,152,6.77,79.4,0,,634.1,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,287,1529,,,,,,228,472,957,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,624992149
0,6/28/2016 5:53,Run,n/a,Morning Run,12881.3,89.7,3811,3705,3.4767,4.3,462.8473344,374.2690406,26.298144,21.2652864,0,0,,0,85.2,143.9,154,6.96,87.2,0,,1265.9,0,0,0,1,0,0,0,0,0,0,-1,0,,,,98,251,1449,2918,,,,,201,413,888,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,623336114
26.43772894,6/26/2016 8:04,Run,n/a,Long Run,28972.2,214.8,10072,8472,3.4198,6,470.5721856,268.2293645,26.737056,15.2403048,0,0,,0,86.6,144.7,182,7.41,91.3,0,,2845.8,0,5,0,1,0,0,0,0,0,0,-1,44.23076923,,,,105,272,1431,2994,4707,6762,,,217,447,909,5085,7135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,621554762
0,6/25/2016 8:08,Run,"ASICS dunno Black, Yellow, Red",Recovery Run,9660.6,48.2,3064,2930,3.2971,4.1,488.1140352,392.5190016,27.733752,22.302216,0,0,,0,85.7,141.7,178,4.99,59.2,0,,947.4,0,0,0,1,0,0,0,0,0,0,-1,0,,,,110,290,1535,,,,,,228,470,975,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,620242401
43.05555556,6/23/2016 17:51,Run,n/a,Afternoon Run,16095.3,112.4,5091,4591,3.5058,4.5,458.9849088,357.6284237,26.078688,20.3197968,0,0,,0,85.9,147.9,159,6.98,88.1,0,,1581.3,0,2,0,1,0,0,0,0,0,0,-1,52.77777778,,,,101,262,1464,3191,4761,,,,207,429,913,5088,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,618817689
0,6/21/2016 5:44,Run,n/a,Morning Run,11272.5,89.3,3414,3273,3.4441,4.4,467.3534976,365.7556109,26.554176,20.7815688,0,0,,0,86.9,144.5,156,7.92,98.2,0,,1108.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,104,271,1465,3024,,,,,218,449,922,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,615930045
49.72527473,6/19/2016 8:04,Run,n/a,Long Run,19321.8,117.4,5958,5539,3.4883,4.8,461.3989248,335.2746355,26.215848,19.0496952,0,0,,0,88.5,149.7,160,6.08,76.3,0,,1899.8,0,5,0,1,0,0,0,0,0,0,-1,76.19047619,,,,103,271,1433,2951,4538,,,,212,434,889,4938,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,614112640
0,6/16/2016 5:50,Run,n/a,Morning Run,12879.3,99.5,3856,3744,3.44,4.2,467.8363008,383.1848064,26.581608,21.771864,0,0,,0,86.1,151.3,189,7.73,95.7,0,,1266.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,103,259,1459,2948,,,,,208,425,910,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,610975752
0,6/14/2016 5:50,Run,n/a,Morning Run,12878.9,89.7,3690,3678,3.5016,4.3,459.6286464,374.2690406,26.115264,21.2652864,0,0,,0,90.3,145.5,155,6.96,87.8,0,,1266.4,0,0,0,1,0,0,0,0,0,0,-1,0,,,,104,261,1385,2798,,,,,212,426,873,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,608888839
18.4981685,6/12/2016 7:48,Run,n/a,Long Run,25753.8,150.1,8586,7693,3.3477,4.3,480.7110528,374.2690406,27.313128,21.2652864,0,0,,0,86.1,144.4,162,5.83,70.2,0,,2530.4,0,5,0,1,0,0,0,0,0,0,-1,36.11111111,,,,106,271,1435,3006,4645,6459,,,219,454,919,5072,6851,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,607039636
0,6/11/2016 8:20,Run,n/a,Morning Run,8058.2,35.4,2577,2479,3.2506,5.5,495.0342144,292.6109261,28.126944,16.6256208,0,0,,0,85.2,147,179,4.39,51.4,0,,790.4,0,0,0,1,0,0,0,0,0,0,-1,0,,,,113,293,1551,,,,,,231,472,954,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,605789202
50,6/9/2016 5:40,Run,n/a,Morning Run,16101.2,104.8,4770,4657,3.4574,4.6,465.4222848,349.8552922,26.444448,19.8781416,0,0,,0,87.8,144,153,6.51,81,0,,1582.7,0,2,0,1,0,0,0,0,0,0,-1,61.11111111,,,,105,270,1429,2963,4440,,,,216,437,897,4767,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,603624627
47.91666667,6/7/2016 5:49,Run,n/a,Morning Run,14488.3,99.9,4324,4201,3.4488,4.2,466.70976,383.1848064,26.5176,21.771864,0,0,,0,85.5,144.8,157,6.9,85.6,0,,1424.3,0,2,0,1,0,0,0,0,0,0,-1,48.61111111,,,,105,268,1424,2970,,,,,215,449,909,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,601465926
0,6/5/2016 16:38,Run,n/a,Recovery Run,6438.4,67.5,1998,1968,3.2715,6.6,491.9764608,243.8478029,27.953208,13.8549888,0,0,,0,85.8,139.9,149,10.48,123.5,0,,642.5,0,0,0,1,0,0,0,0,0,0,-1,0,,,,112,285,1549,,,,,,229,470,961,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,599913384
32.75946276,6/4/2016 8:20,Run,n/a,Morning Long Run,24148.7,160.4,7573,7137,3.3836,4.3,475.561152,374.2690406,27.02052,21.2652864,0,0,,0,87.6,153.5,181,6.64,80.9,0,,2375.2,0,5,0,1,0,0,0,0,0,0,-1,42.85714286,,,,106,268,1477,2981,4558,6176,,,216,451,932,4888,6587,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,598158112
50.69444444,6/2/2016 5:40,Run,n/a,Morning Run,16100.8,101,4940,4706,3.4213,4.3,470.4112512,374.2690406,26.727912,21.2652864,0,0,,0,86.5,77.4,183,6.27,77.3,0,,1581.5,0,2,0,1,0,0,0,0,0,0,-1,51.38888889,,,,106,272,1457,3096,4587,,,,216,439,901,4929,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,596673757
13.75152625,5/29/2016 8:46,Run,n/a,Morning Run,22535,142.9,7620,6988,3.2248,4.2,499.0575744,383.1848064,28.355544,21.771864,0,0,,0,86.1,150.5,179,6.34,73.6,0,,2216.2,0,5,0,1,0,0,0,0,0,0,-1,34.61538462,,,,108,276,1484,3016,4689,6609,,,222,461,944,5081,7038,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,592012496
0,5/28/2016 7:58,Run,n/a,Morning Run,8050.6,35.5,2549,2427,3.3171,4.5,485.217216,357.6284237,27.56916,20.3197968,0,0,,0,86.1,141.8,151,4.41,52.7,0,,791.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,110,281,1552,,,,,,224,463,969,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Recovery,,,590655029
0,5/26/2016 5:52,Run,n/a,Morning Run,12883.1,89.8,3909,3778,3.41,4.3,472.0205952,374.2690406,26.819352,21.2652864,0,0,,0,85,150.6,160,6.97,85.6,0,,1268.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,269,1467,3010,,,,,217,438,896,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,588458220
39.58333333,5/24/2016 5:40,Run,n/a,Morning Run,16012.5,101.2,4908,4714,3.3968,4.5,473.7908736,357.6284237,26.919936,20.3197968,0,0,,0,84.6,134.3,156,6.32,77.3,0,,1572.4,0,2,0,1,0,0,0,0,0,0,-1,48.61111111,,,,104,271,1495,3053,4587,,,,218,444,900,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,587140144
0,5/21/2016 7:33,Run,n/a,Morning Run,6448.4,46.4,1852,1852,3.4819,4.3,462.2035968,374.2690406,26.261568,21.2652864,0,0,,0,85.5,131,178,7.2,90.2,0,,633.8,0,0,0,1,0,0,0,0,0,0,-1,0,,,,104,264,1404,,,,,,211,429,877,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,587139912
80,5/19/2016 5:42,Run,n/a,Morning Run,14485.3,169.4,4380,4297,3.371,4.5,477.3314304,357.6284237,27.121104,20.3197968,0,0,,0,84.9,103.3,157,11.69,141.9,0,,1430.1,0,1,1,1,0,0,0,0,0,0,-1,80,,,,105,272,1469,3002,,,,,219,447,914,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,580957029
0,5/17/2016 6:04,Run,n/a,Morning Run,11271.5,115.1,3420,3362,3.3526,4.3,480.0673152,374.2690406,27.276552,21.2652864,0,0,,0,84.4,,0,10.21,123.2,0,,1111.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,103,280,1480,3020,,,,,219,458,923,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018868
61.96581197,5/15/2016 15:17,Run,n/a,Afternoon Run,17820.4,159.6,5416,5273,3.3796,4.3,476.2048896,374.2690406,27.057096,21.2652864,0,0,,0,84.6,142.9,159,8.96,109,0,,1756.5,0,3,1,1,0,0,0,0,0,0,-1,69.23076923,,,,100,270,1411,2936,4590,,,,213,444,903,4907,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018625
0,5/14/2016 8:20,Run,n/a,Morning Run,6446.4,47.2,1851,1851,3.4827,4.4,462.0426624,365.7556109,26.252424,20.7815688,0,0,,0,83.3,79.4,111,7.32,91.8,0,,634.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,105,265,1412,,,,,,214,430,881,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018350
87.82051282,5/10/2016 6:03,Run,n/a,Morning Run,12882.8,129.9,3931,3840,3.3549,4.5,479.7454464,357.6284237,27.258264,20.3197968,0,0,,0,83.9,127.7,158,10.08,121.8,0,,1270.7,0,2,2,1,0,0,0,0,0,0,-1,92.30769231,,,,105,271,1472,3026,,,,,216,441,915,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018209
50,5/1/2016 8:07,Run,n/a,Morning Run,16104.7,10.1,4087,4049,3.9775,5.8,404.5890816,277.466999,22.988016,15.7651704,0,0,,0,86.3,,0,0.63,9,0,,1555.6,0,12,12,49,0,0,0,0,0,0,-1,50,,,,86,229,1216,2504,3809,,,,183,380,770,4084,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579018004
0,4/29/2016 16:28,Run,n/a,Afternoon Run,3231,24.7,968,968,3.3378,4.1,482.1594624,392.5190016,27.395424,22.302216,0,0,,0,82.7,,0,7.64,91.9,0,,318.8,0,0,0,1,0,0,0,0,0,0,-1,0,,,,106,281,,,,,,,221,460,964,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017770
0,4/26/2016 16:49,Run,n/a,Afternoon Run,4835.5,27.5,1337,1337,3.6167,5.1,444.983616,315.5601715,25.28316,17.9295552,0,0,,0,85.3,133.8,159,5.69,74,0,,476,0,0,0,1,0,0,0,0,0,0,-1,0,,,,97,250,,,,,,,198,407,849,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017702
0,4/25/2016 16:48,Run,n/a,Afternoon Run,4835.3,27.8,1333,1333,3.6274,5.1,443.6961408,315.5601715,25.210008,17.9295552,0,0,,0,84.7,122.9,159,5.75,75.1,0,,475.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,97,248,,,,,,,197,403,853,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017553
48.46153846,4/24/2016 8:29,Run,n/a,Morning Run,14489.7,170.8,5157,4254,3.4061,4.4,472.5033984,365.7556109,26.846784,20.7815688,0,0,,0,84.5,135,159,11.79,144.5,0,,1431.9,0,2,0,1,0,0,0,0,0,0,-1,76.92307692,,,,101,270,1618,3454,,,,,214,446,942,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017475
43.75,4/23/2016 7:48,Run,n/a,Morning Run,13680,39.9,4063,3931,3.48,5.1,462.5254656,315.5601715,26.279856,17.9295552,0,0,,0,85,132.5,165,2.92,36.5,0,,1340.1,0,16,0,1,0,0,0,0,0,0,-1,75.69444444,,,,88,227,1327,2805,,,,,184,407,818,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579017168
0,4/21/2016 16:50,Run,n/a,Afternoon Run,4834.3,27.4,1370,1356,3.5651,4.6,451.420992,349.8552922,25.64892,19.8781416,0,0,,0,84.7,138,156,5.67,72.7,0,,476.2,0,0,0,1,0,0,0,0,0,0,-1,0,,,,99,255,,,,,,,204,416,866,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,581011990
61.53846154,4/20/2016 5:58,Run,n/a,Morning Run,11273,117.2,3409,3306,3.4099,4.8,472.0205952,335.2746355,26.819352,19.0496952,0,0,,0,84.2,132.8,169,10.4,127.6,0,,1110.9,0,1,0,1,0,0,0,0,0,0,-1,61.53846154,,,,101,269,1480,3008,,,,,212,436,889,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016864
0,4/19/2016 16:18,Run,n/a,Afternoon Run,4835.9,38.1,1395,1391,3.4766,4.4,462.8473344,365.7556109,26.298144,20.7815688,0,0,,0,83.5,117.4,152,7.88,98.6,0,,476.4,0,0,0,1,0,0,0,0,0,0,-1,0,,,,104,267,,,,,,,216,438,901,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016685
33.84615385,4/17/2016 8:22,Run,n/a,Morning Run,16103.4,172.1,4990,4744,3.3945,4.4,474.1127424,365.7556109,26.938224,20.7815688,0,0,,0,84.3,,0,10.69,130.6,0,,1589.5,0,2,0,1,0,0,0,0,0,0,-1,60,,,,103,272,1499,3057,4620,,,,213,450,916,4957,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016595
0,4/16/2016 7:20,Run,n/a,Morning Run,5045.9,38.2,1347,1315,3.8372,5.2,419.3950464,309.4929446,23.829264,17.5848264,0,0,,0,86.9,,0,7.57,104.6,0,,494.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,90,238,1328,,,,,,190,388,842,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016331
43.51851852,4/14/2016 16:28,Run,n/a,Afternoon Run,5638.6,39.9,1828,1661,3.3947,6.8,474.1127424,236.6701286,26.938224,13.4471664,0,0,,0,83.1,,0,7.08,86.5,0,,555.1,0,2,0,1,0,0,0,0,0,0,-1,58.33333333,,,,105,257,1625,,,,,,219,467,956,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,581011975
60.25641026,4/13/2016 16:14,Run,n/a,Afternoon Run,12077.8,118.9,3758,3586,3.368,4.6,477.8142336,349.8552922,27.148536,19.8781416,0,0,,0,83,,0,9.84,119.4,0,,1192.3,0,2,0,1,0,0,0,0,0,0,-1,66.66666667,,,,104,275,1523,3080,,,,,218,444,966,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016232
0,4/12/2016 16:36,Run,n/a,Afternoon Run,3231.4,26.3,980,980,3.2973,5,488.1140352,321.8688,27.733752,18.288,0,0,,0,83.3,136.7,152,8.14,96.6,0,,318.7,0,0,0,1,0,0,0,0,0,0,-1,0,,,,101,272,,,,,,,218,442,974,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579016018
40.74074074,4/11/2016 16:38,Run,n/a,Afternoon Run,5914.6,39.9,1967,1798,3.2895,6.1,489.240576,263.8197619,27.79776,14.9897592,0,0,,0,82.1,132.2,163,6.75,79.9,0,,582.9,0,6,1,1,0,0,0,0,0,0,-1,62.5,,,,106,281,1666,,,,,,215,465,982,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015926
24.79700855,4/10/2016 8:26,Run,n/a,Morning Run,19319.9,171.3,6276,6088,3.1734,4.3,507.1042944,374.2690406,28.812744,21.2652864,0,0,,0,83.2,,0,8.87,101.3,0,,1905.6,0,4,0,1,0,0,0,0,0,0,-1,40,,,,104,288,1515,3177,4805,,,,226,477,970,5175,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015773
43.27160494,4/9/2016 8:57,Run,n/a,Morning Run,12884.8,39.9,4119,3770,3.4177,5.5,470.8940544,292.6109261,26.755344,16.6256208,0,0,,0,85.6,138.8,177,3.1,38.1,0,,1264.5,0,15,0,1,0,0,0,0,0,0,-1,79.62962963,,,,87,226,1416,3026,,,,,179,411,888,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015484
0,4/8/2016 17:01,Run,n/a,Afternoon Run,6441.7,46.7,1899,1889,3.4101,4.5,471.8596608,357.6284237,26.810208,20.3197968,0,0,,0,82.6,135.5,156,7.25,89,0,,634.5,0,0,0,1,0,0,0,0,0,0,-1,0,,,,103,263,1443,,,,,,211,433,904,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,579015224
